property_type,price_aprox_usd,surface_total_in_m2,borough,lat,lon
apartment,32138.75,,Cuauhtémoc,19.446253,-99.157519
apartment,190368.47,160.0,Benito Juárez,21.1697454578,-86.8107354641
house,934798.5,,Tlalpan,19.27639,-99.180214
house,179176.52,160.0,Benito Juárez,21.082655,-86.857162
apartment,45942.61,,Álvaro Obregón,19.386432,-99.222526
house,736557.04,115.0,Álvaro Obregón,19.357464,-99.207909
apartment,155000.0,0.0,Solidaridad,,
house,468909.7,,Álvaro Obregón,19.345656,-99.238336
house,59949.93,,Tlalpan,19.248758,-99.173294
apartment,110667.85,92.0,Gustavo A. Madero,,
house,370000.0,360.0,Solidaridad,20.6295586,-87.0738851
apartment,76722.05,,Benito Juárez,19.388044,-99.185753
house,131189.34,,Iztapalapa,19.37808,-99.035519
apartment,124887.77,,Benito Juárez,19.386545,-99.144006
house,1500000.0,1100.0,Miguel Hidalgo,19.4032760464,-99.2538713053
apartment,105820.8,,Benito Juárez,,
house,52698.97,,Zacatecas,22.763027,-102.544705
apartment,380000.0,166.0,Benito Juárez,21.0250671811,-86.8110895104
apartment,433201.41,,Benito Juárez,,
apartment,28977.56,,Iztapalapa,19.375699,-99.052145
apartment,89588.26,,Benito Juárez,19.403707,-99.151813
house,3500000.0,,Miguel Hidalgo,19.397221,-99.23887
apartment,59535.72,,Coyoacán,19.309208,-99.171906
apartment,144624.39,,Azcapotzalco,19.469769,-99.157379
apartment,500521.59,,Benito Juárez,19.388925,-99.164395
house,700000.0,476.0,Solidaridad,20.6169593355,-87.089202404
house,843183.65,800.0,Miguel Hidalgo,19.401079,-99.24807
apartment,27198.6,,Coyoacán,19.307417,-99.125191
house,142253.5,,Playa del Carmen,,
apartment,289775.66,,Cuajimalpa de Morelos,19.350505,-99.299062
house,1790000.0,605.0,Benito Juárez,21.129547,-86.817017
house,106918.42,,Coyoacán,19.343979,-99.124863
apartment,81214.39,0.0,Cuauhtémoc,19.446829,-99.159454
house,70599.88,,Benito Juárez,19.403302,-99.14489
apartment,54899.31,,Benito Juárez,19.379525,-99.188914
apartment,226578.22,,Benito Juárez,19.375626,-99.15461
apartment,245000.0,,Solidaridad,20.631349,-87.068594
apartment,329368.61,241.0,Benito Juárez,19.3670983,-99.1624422
house,158059.45,,Azcapotzalco,19.493092,-99.198555
house,661372.17,136.0,Álvaro Obregón,19.3608378506,-99.2015688121
apartment,93118.88,,Gustavo A. Madero,,
house,117490.85,,Gustavo A. Madero,19.491083,-99.07564
house,330923.8,,Cuauhtémoc,19.441733,-99.161653
apartment,232066.32,148.0,Benito Juárez,21.129547,-86.817017
apartment,39524.23,0.0,Miguel Hidalgo,19.455664,-99.203056
house,162049.35,,Xochimilco,,
apartment,21759.93,,Iztapalapa,19.36026,-99.089466
house,289844.37,300.0,Benito Juárez,21.1098846687,-86.8443059921
house,194986.21,150.0,Álvaro Obregón,,
apartment,84298.37,,Azcapotzalco,19.466822,-99.157379
apartment,80399.57,,Álvaro Obregón,19.334265,-99.20502
house,1750000.0,200.0,Miguel Hidalgo,19.4322767163,-99.18412406
apartment,820000.0,0.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,168636.73,98.0,Benito Juárez,,
apartment,39514.86,,Gustavo A. Madero,19.496204,-99.086136
apartment,166528.77,144.0,Benito Juárez,21.129547,-86.817017
apartment,342857.29,,Cuajimalpa de Morelos,,
apartment,51105.88,,Venustiano Carranza,19.439759,-99.1047
apartment,38935.31,,Cuauhtémoc,19.429183,-99.139946
apartment,69151.0,,Iztapalapa,19.376478,-99.127012
apartment,110667.85,0.0,Benito Juárez,19.3750259,-99.1364912
apartment,203945.04,0.0,Benito Juárez,19.398297,-99.1561515
house,305581.6,420.0,Benito Juárez,21.139086,-86.84964
apartment,33192.48,,Iztapalapa,19.328386,-99.08782
apartment,67965.56,,Iztacalco,19.3910844,-99.06195
apartment,77148.81,,Cuauhtémoc,19.417923,-99.148384
house,305581.6,,Coyoacán,19.353813,-99.163605
apartment,208111.61,,Benito Juárez,19.391074,-99.165737
apartment,18466.61,,Iztapalapa,19.348307,-99.081579
house,49258.7,,Venustiano Carranza,19.410177,-99.08268
apartment,71126.75,,Cuauhtémoc,19.439636,-99.166401
house,1280000.0,,Cuajimalpa de Morelos,19.39264,-99.25298
apartment,961753.0,0.0,Benito Juárez,19.3655578,-99.1801033
apartment,41253.51,,Miguel Hidalgo,19.483239,-99.179843
house,71758.99,,Venustiano Carranza,,
house,134350.53,,Gustavo A. Madero,19.485109,-99.072311
apartment,68597.8,,Benito Juárez,19.401279,-99.154834
apartment,216014.58,,Cuauhtémoc,19.41498,-99.177444
apartment,77449.13,,Benito Juárez,19.396058,-99.135265
apartment,215000.0,,Solidaridad,20.505375,-87.224804
apartment,405317.11,180.0,Cuajimalpa de Morelos,,
house,577053.81,,Gustavo A. Madero,19.492765,-99.143326
apartment,50936.29,,Venustiano Carranza,19.445553,-99.097057
house,760000.0,735.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,684924.28,0.0,Benito Juárez,21.129547,-86.817017
apartment,412477.21,,Benito Juárez,19.385861,-99.171545
apartment,77712.56,,Iztacalco,19.396727,-99.115875
house,123813.23,,Benito Juárez,19.392264,-99.140604
house,17386.53,,Coyoacán,19.312244,-99.10609
apartment,75107.69,,Benito Juárez,19.377383,-99.144978
apartment,53160.66,,Gustavo A. Madero,,
house,67919.72,,Iztacalco,19.401889,-99.123638
apartment,44783.51,,Miguel Hidalgo,19.45756,-99.194748
apartment,102738.64,0.0,Benito Juárez,21.129547,-86.817017
house,35346.72,,Iztacalco,19.37966,-99.128154
apartment,39285.78,,Iztacalco,23.634501,-102.552788
apartment,44783.51,,Iztapalapa,19.317698,-99.061256
apartment,290000.0,351.0,Solidaridad,,
apartment,46890.97,,Xochimilco,19.264442,-99.124863
apartment,48471.56,,Cuauhtémoc,19.451293,-99.161471
apartment,67438.69,,Cuauhtémoc,19.455771,-99.134794
apartment,113759.49,,Benito Juárez,19.381043,-99.182902
apartment,23661.84,51.0,Iztapalapa,,
apartment,27502.34,,Venustiano Carranza,19.422817,-99.058911
apartment,43308.28,,Coyoacán,19.365484,-99.196619
apartment,577053.81,270.0,Tlalpan,,
apartment,220492.93,,Cuauhtémoc,19.414597,-99.156686
apartment,157005.72,,Benito Juárez,19.367424,-99.185753
apartment,168596.74,,Benito Juárez,19.380644,-99.179176
apartment,148407.44,,Cuauhtémoc,23.634501,-102.552788
apartment,157796.01,,Gustavo A. Madero,19.494455,-99.127874
apartment,60589.45,,Iztapalapa,19.346609,-99.072311
house,395242.33,300.0,Tlalpan,19.2829349,-99.1471071
apartment,221938.33,125.0,Benito Juárez,19.379739,-99.17181
apartment,827373.95,211.0,Miguel Hidalgo,,
apartment,52686.48,,Azcapotzalco,,
apartment,965140.0,175.0,Miguel Hidalgo,,
apartment,67438.69,,Coyoacán,19.3292238,-99.122255
apartment,48969.03,,Tlalpan,19.27362,-99.155521
house,634872.12,123.0,Álvaro Obregón,19.3360288,-99.2021638
house,147557.13,336.0,Benito Juárez,21.203037,-86.806343
house,864058.33,158.0,Álvaro Obregón,19.357464,-99.207909
apartment,163328.09,,Benito Juárez,19.368475,-99.17952
apartment,339500.0,0.0,Solidaridad,20.626583,-87.078659
store,81683.41,279.0,Iztapalapa,19.3211179,-99.0755302
apartment,168636.73,60.0,Cuauhtémoc,19.4212787,-99.1571433
apartment,75375.18,,Azcapotzalco,19.465454,-99.162665
house,36090.24,,Benito Juárez,21.16914,-86.864693
apartment,156444.61,,Cuauhtémoc,19.405298,-99.164986
apartment,625000.0,0.0,Miguel Hidalgo,19.420166,-99.220367
house,239723.5,270.0,Benito Juárez,21.1111733016,-86.8484298885
house,468909.7,,Benito Juárez,21.107082,-86.842579
apartment,230029.18,,Benito Juárez,19.401953,-99.14622
house,34254.33,87.0,Benito Juárez,21.1369499928,-86.8691599361
house,632237.8,,Álvaro Obregón,19.340635,-99.27983
apartment,73919.13,,Iztapalapa,19.313878,-99.094271
apartment,54271.29,,Cuauhtémoc,19.453036,-99.15556
apartment,360000.0,,Benito Juárez,,
house,121881.38,,Cuauhtémoc,19.402954,-99.132217
house,790000.0,550.0,Cuajimalpa de Morelos,,
store,270545.09,,Cuauhtémoc,19.405168,-99.142608
house,226605.6,590.0,Tláhuac,19.281761,-99.043289
apartment,213380.25,,Cuauhtémoc,19.412635,-99.171928
apartment,878518.0,0.0,Miguel Hidalgo,,
apartment,89316.64,82.0,Gustavo A. Madero,19.527662,-99.156247
apartment,115937.75,74.0,Iztacalco,19.3776513,-99.1284592
house,150683.34,,Coyoacán,23.634501,-102.552788
house,83771.5,,Gustavo A. Madero,19.544908,-99.150925
apartment,100104.31,,Benito Juárez,19.380375,-99.1491
apartment,445306.36,0.0,Tlalpan,19.3034642262,-99.2253023386
apartment,68070.93,,Iztacalco,19.400731,-99.125466
house,519084.93,338.0,Cuajimalpa de Morelos,19.3438765513,-99.3069778102
apartment,175551.36,,Benito Juárez,19.39912,-99.141464
apartment,1400000.0,,Cuajimalpa de Morelos,19.393465,-99.25403
house,230000.0,0.0,Tulum,20.2114185,-87.4653502
apartment,749000.0,,Benito Juárez,21.116932,-86.768478
house,129886.19,,Iztapalapa,19.357967,-99.066093
apartment,263190.06,0.0,Miguel Hidalgo,19.436516,-99.173988
apartment,177267.41,,Cuauhtémoc,19.427607,-99.160835
apartment,922232.11,158.0,Miguel Hidalgo,,
house,111721.83,131.0,Benito Juárez,21.129547,-86.817017
apartment,237089.17,,Benito Juárez,19.394073,-99.153915
apartment,72707.34,,Cuauhtémoc,19.443178,-99.144234
apartment,177711.93,110.0,Álvaro Obregón,19.3390684,-99.2359508
apartment,189671.34,,Miguel Hidalgo,19.440935,-99.188522
house,99741.56,,Coyoacán,,
house,105397.95,126.0,Coyoacán,19.314381,-99.127632
apartment,379342.68,,Cuauhtémoc,19.405298,-99.164986
apartment,24460.27,,Venustiano Carranza,19.409843,-99.125509
apartment,416223.22,,Benito Juárez,19.394358,-99.177444
house,184402.69,,Benito Juárez,21.129547,-86.817017
apartment,850000.0,295.0,Cuajimalpa de Morelos,,
house,258926.82,,Benito Juárez,19.391252,-99.168867
apartment,1001043.19,,Miguel Hidalgo,19.431066,-99.18732
house,203369.82,,Coyoacán,19.352605,-99.131212
house,79048.46,124.0,Gustavo A. Madero,19.495085,-99.093742
house,97493.1,110.0,Benito Juárez,21.129547,-86.817017
house,92201.34,,Solidaridad,20.6696089605,-87.039141655
house,1580969.34,773.0,Miguel Hidalgo,19.4064039,-99.1873154
apartment,205526.01,0.0,Benito Juárez,19.384622452,-99.1519181058
house,1800000.0,390.0,Benito Juárez,21.1594176914,-86.8011156204
apartment,73778.56,,Benito Juárez,19.394628,-99.143842
apartment,163854.96,,Benito Juárez,19.383952,-99.160229
apartment,833513.07,296.0,Cuajimalpa de Morelos,19.3911684752,-99.262727201
apartment,25686.16,,Cuauhtémoc,19.439636,-99.166401
house,105397.95,200.0,Benito Juárez,21.1492617207,-86.8401110172
house,147522.15,,Tlalpan,19.276466,-99.222443
apartment,18444.64,90.0,Benito Juárez,21.1625943567,-86.921145916
apartment,81664.04,,Miguel Hidalgo,19.436516,-99.173988
apartment,540000.0,229.0,Benito Juárez,21.1639963399,-86.8110915273
house,147522.15,200.0,Benito Juárez,21.139086,-86.84964
house,581764.15,,Benito Juárez,19.399118,-99.167617
apartment,91411.04,,Benito Juárez,19.39868,-99.132459
apartment,34085.69,,Benito Juárez,19.374721,-99.140098
apartment,221280.37,165.0,Benito Juárez,19.3752523699,-99.1483162344
apartment,246509.52,,Benito Juárez,19.374796,-99.1522
apartment,31769.94,,Gustavo A. Madero,19.525082,-99.144372
apartment,210795.91,135.0,Benito Juárez,19.380747,-99.155304
house,152827.03,300.0,Benito Juárez,21.1646064,-86.8230386
house,563879.06,94.0,Álvaro Obregón,19.3360288,-99.2021638
apartment,113223.25,,Benito Juárez,19.381011,-99.182809
house,447941.31,398.0,Álvaro Obregón,19.3404947,-99.2484642
apartment,86150.29,41.0,Azcapotzalco,19.4653758,-99.1589568
apartment,77712.56,,Iztacalco,19.396727,-99.115875
apartment,50052.15,,Gustavo A. Madero,19.477965,-99.094716
apartment,1068000.0,178.0,Miguel Hidalgo,19.433077,-99.198212
apartment,314000.0,,Benito Juárez,21.166124,-86.809446
apartment,48998.42,48.0,Iztacalco,19.4030618414,-99.1253297031
apartment,38091.59,,Miguel Hidalgo,19.445744,-99.174986
house,179176.52,200.0,Solidaridad,20.6756117069,-87.0527458191
apartment,43729.78,,Benito Juárez,19.391848,-99.139162
house,1850000.0,1140.0,Benito Juárez,21.125241441,-86.7658481619
house,89588.26,,Benito Juárez,19.334476,-99.283854
apartment,43097.54,54.0,Gustavo A. Madero,19.5153036,-99.1601452
house,316118.9,,Álvaro Obregón,19.365405,-99.228189
house,157796.01,,Tlalpan,19.284672,-99.220367
house,664903.42,489.0,Tlalpan,19.2837524,-99.1683154
apartment,800000.0,0.0,Miguel Hidalgo,19.420166,-99.220367
apartment,157295.49,,Benito Juárez,19.39365,-99.14769
house,1106678.54,479.0,Cuajimalpa de Morelos,,
apartment,27028.16,,Iztapalapa,19.374144,-99.024486
apartment,18449.22,,Iztacalco,19.407378,-99.069122
apartment,39773.02,,Coyoacán,,
apartment,29451.74,,Azcapotzalco,19.492195,-99.182526
house,221335.7,88.0,Álvaro Obregón,19.3670151,-99.2208499
apartment,72180.48,,Benito Juárez,19.391761,-99.188716
house,135430.6,,Iztapalapa,19.362488,-99.108269
house,63223.78,,Tabasco,23.634501,-102.552788
house,495000.0,558.0,Benito Juárez,21.129547,-86.817017
house,140541.19,,Xochimilco,19.265313,-99.13566
apartment,47681.26,,Cuauhtémoc,19.456208,-99.126229
store,168596.74,,La Magdalena Contreras,19.327168,-99.224525
apartment,181705.51,0.0,Benito Juárez,21.161908,-86.8515279
house,89567.02,110.0,Iztapalapa,19.3488553572,-99.1013360023
apartment,1975000.0,0.0,Miguel Hidalgo,19.401079,-99.24807
apartment,139394.85,123.0,Cuauhtémoc,19.4081526,-99.1797404
apartment,51632.75,825.0,Benito Juárez,21.129547,-86.817017
apartment,152790.8,,Benito Juárez,21.149204,-86.833328
apartment,57980.94,,Iztacalco,19.394361,-99.082092
house,229186.2,,Gustavo A. Madero,19.506321,-99.119331
apartment,165000.0,126.0,Solidaridad,,
house,80000.0,90.0,Solidaridad,20.6128296256,-87.1182172
apartment,242357.82,0.0,Tlalpan,19.2775156,-99.1645304
apartment,439932.13,,Cuauhtémoc,19.430132,-99.169144
apartment,159640.04,,Benito Juárez,23.634501,-102.552788
apartment,24382.83,,Azcapotzalco,19.476817,-99.188708
apartment,142516.93,,Álvaro Obregón,19.371342,-99.253616
apartment,108007.29,,Tlalpan,19.295734,-99.146996
apartment,115937.75,110.0,Benito Juárez,21.1391273016,-86.8319846324
house,199154.9,437.0,Solidaridad,20.676314354,-87.0433473587
apartment,52686.48,,Iztacalco,19.417363,-99.068463
apartment,44178.77,,Benito Juárez,19.382649,-99.143384
apartment,139652.29,183.0,Benito Juárez,21.1488173,-86.8324292
house,263494.89,1000.0,Benito Juárez,21.129547,-86.817017
apartment,220000.0,0.0,Solidaridad,20.65593,-87.05368
house,192305.66,,Tabasco,23.634501,-102.552788
apartment,22655.18,,Benito Juárez,21.144091,-86.843719
apartment,163103.33,,Cuauhtémoc,19.446829,-99.159454
apartment,39514.86,,Iztapalapa,19.35568,-99.099406
apartment,329368.61,,Benito Juárez,19.395268,-99.175265
house,96969.47,,Azcapotzalco,19.465908,-99.146309
apartment,226605.6,143.0,Benito Juárez,19.3914840996,-99.1735340282
apartment,240000.0,0.0,Solidaridad,20.626583,-87.078659
house,131220.45,122.0,Benito Juárez,21.082655,-86.857162
apartment,240000.0,,Solidaridad,20.621659,-87.100348
house,163328.09,330.0,Cancún,,
apartment,210745.93,,Álvaro Obregón,19.362824,-99.266178
apartment,115910.26,58.0,Álvaro Obregón,19.3850289,-99.1944048
apartment,74000.0,0.0,Tulum,20.201715373,-87.4688529968
apartment,237089.17,71.0,Cuauhtémoc,19.4195256,-99.162549
apartment,18756.38,,Tláhuac,19.29707,-99.051074
apartment,40041.72,,Azcapotzalco,19.474655,-99.189277
apartment,116044.09,0.0,Benito Juárez,19.3733676,-99.1337252
house,1844026.93,,Álvaro Obregón,19.366355,-99.253171
apartment,670000.0,180.0,Miguel Hidalgo,19.4325773,-99.1880862
apartment,145000.0,0.0,Solidaridad,20.6187065832,-87.0904254913
apartment,27198.6,,Coyoacán,19.307417,-99.125191
apartment,64162.23,,Coyoacán,19.336994,-99.162355
house,144887.83,,Gustavo A. Madero,19.452676,-99.054423
apartment,44045.9,,Cuauhtémoc,19.410215,-99.14595
apartment,1400000.0,270.0,Miguel Hidalgo,,
apartment,346176.0,,Isla Mujeres,21.256422,-86.744614
apartment,289844.37,0.0,Álvaro Obregón,19.346104,-99.1996
apartment,44151.27,,Benito Juárez,19.382649,-99.143384
house,445000.0,800.0,Benito Juárez,21.1029333677,-86.854377687
apartment,204581.61,,Benito Juárez,19.403014,-99.158422
apartment,104884.8,77.0,Álvaro Obregón,19.3833145,-99.1971532
apartment,416223.48,,Benito Juárez,19.393431,-99.175782
apartment,990000.0,440.0,Cuajimalpa de Morelos,,
apartment,417678.68,,Miguel Hidalgo,19.443649,-99.20299
apartment,168596.74,180.0,Gustavo A. Madero,19.4597257,-99.1076622
apartment,258163.77,0.0,Benito Juárez,21.1635175409,-86.8070640563
apartment,68492.42,,Tlalpan,19.287188,-99.170525
apartment,341027.19,190.0,Benito Juárez,19.38724,-99.167509
apartment,121800.61,,Cuauhtémoc,19.446829,-99.159454
apartment,47417.83,,Iztapalapa,19.317345,-99.079012
apartment,52482.95,,La Magdalena Contreras,19.303392,-99.243225
house,203264.45,,Coyoacán,19.343424,-99.135933
apartment,48431.1,,Cuauhtémoc,19.45984,-99.124797
apartment,91411.04,,Benito Juárez,19.39557,-99.132937
house,316193.86,300.0,Benito Juárez,,
apartment,363297.43,,Benito Juárez,19.394073,-99.153915
apartment,131716.2,,Benito Juárez,19.390748,-99.158695
apartment,65858.1,,Iztacalco,,
apartment,32474.95,,Coyoacán,19.307754,-99.12497
apartment,128692.38,0.0,Benito Juárez,21.161908,-86.8515279
house,751920.42,,Gustavo A. Madero,19.500362,-99.116082
apartment,1250000.0,,Miguel Hidalgo,19.43107,-99.185797
house,197574.31,250.0,Benito Juárez,21.149204,-86.833328
apartment,252895.12,98.0,Benito Juárez,,
apartment,692158.67,267.0,Miguel Hidalgo,19.4095028,-99.2272939
apartment,31611.89,,La Magdalena Contreras,19.3062021848,-99.2363262177
house,81934.06,,Venustiano Carranza,19.415015,-99.118212
house,50579.02,,Benito Juárez,,
apartment,24341.15,20.0,Iztapalapa,19.3217152,-99.2645126
apartment,168636.73,0.0,Cuajimalpa de Morelos,19.3499358,-99.2906864
apartment,339908.4,0.0,Benito Juárez,19.3753973563,-99.1734831344
house,1150000.0,,Coyoacán,19.348694,-99.16291
house,496951.36,,Tlalpan,19.304825,-99.22402
apartment,285824.17,,Cuauhtémoc,19.41498,-99.177444
apartment,110667.85,0.0,Cuajimalpa de Morelos,19.366901,-99.297272
apartment,93804.18,300.0,Benito Juárez,21.149204,-86.833328
apartment,311689.97,386.0,Tlalpan,19.2793178,-99.1779905
house,184402.69,,Xochimilco,19.264442,-99.124863
apartment,95847.25,,Cuauhtémoc,19.441733,-99.161653
house,109939.09,,Álvaro Obregón,19.340909,-99.22511
apartment,447941.31,140.0,Othón P. Blanco,18.5001889,-88.296146
house,157569.94,409.0,Othón P. Blanco,18.5001889,-88.296146
house,842983.74,,Tlalpan,19.30198,-99.205416
apartment,215000.0,119.0,Solidaridad,20.5138888,-87.2394444
apartment,40314.71,,Gustavo A. Madero,19.482761,-99.151089
apartment,44178.77,,Benito Juárez,19.382649,-99.143384
apartment,270951.79,103.0,Benito Juárez,19.394358,-99.177444
house,158096.93,136.0,Benito Juárez,21.129547,-86.817017
apartment,160909.37,0.0,Benito Juárez,21.1109415986,-86.8538246176
apartment,99577.45,,Cuauhtémoc,19.448126,-99.153688
house,120019.81,,Gustavo A. Madero,19.463796,-99.098858
house,163366.83,,Gustavo A. Madero,19.50772,-99.121305
house,368805.38,,Bacalar,18.521975,-88.322646
apartment,131716.15,0.0,Benito Juárez,21.129547,-86.817017
apartment,200256.11,0.0,Cuajimalpa de Morelos,,
apartment,247626.47,,Benito Juárez,19.403561,-99.156308
apartment,36933.22,,Coyoacán,19.307417,-99.125191
house,1801877.74,,Tulum,,
apartment,80680.55,,Cuauhtémoc,19.445742,-99.159469
apartment,237145.4,0.0,Benito Juárez,,
apartment,216065.81,,Benito Juárez,19.364047,-99.153468
apartment,76219.79,,Benito Juárez,19.359625,-99.152478
PH,490700.24,235.0,Benito Juárez,19.3666304,-99.1740215
house,760000.0,,Miguel Hidalgo,19.401079,-99.24807
house,228395.9,,Álvaro Obregón,19.346742,-99.205309
apartment,66384.96,,Benito Juárez,19.36269,-99.150565
house,878810.54,,Álvaro Obregón,19.324226,-99.211615
apartment,374871.54,0.0,Miguel Hidalgo,19.2464696,-99.1013498
apartment,44783.51,,Cuauhtémoc,19.412142,-99.146127
apartment,79424.87,,Benito Juárez,19.385989,-99.186285
apartment,295000.0,0.0,Playa del Carmen,20.6328537319,-87.0716371535
house,166001.78,200.0,Solidaridad,20.6806506184,-87.0499992371
